,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LogSalePrice,Prop_Addr,ClassPr_S,ClassSc_S,AcreGr,AcreNt_S,NmbrBRs,Latitude,Longitude,LF_median,YmSold
1381,534477270,1661,165500,SPLIT OR MULTI-LEVEL,RL,9600,1,None,3,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,3,3,831.0,1,0.0,161.0,992.0,GasA,4,1,SBrkr,1661,0,0,1.0,0.0,1,0,3,1,4,8,7,1,3,BuiltIn,1955.0,2,1.0,377.0,3,3,2,0,28,0,0,178,0,0,MnPrv,None,0,10,2008,WD ,Normal,12.016726473799254,1504 MARSTON AVE,RESIDENTIAL,SPLIT OR MULTI-LEVEL,0.0,0.0,3.0,42.03713,-93.623556,80.0,2008-10
1382,527105050,1604,187500,2-STORY 1946 & NEWER,RL,8702,1,None,2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,3,706.0,1,0.0,220.0,926.0,GasA,5,1,SBrkr,926,678,0,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1997.0,3,2.0,470.0,3,3,2,0,36,0,0,0,0,0,None,None,0,4,2008,WD ,Normal,12.141534124392603,3913 BERKSHIRE AVE,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.05996,-93.639062,72.0,2008-4
1383,906394040,1614,225000,1-STORY 1946 & NEWER ALL STYLES,RL,9316,1,None,3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,4,5,56.0,1,0.0,1558.0,1614.0,GasA,5,1,SBrkr,1614,0,0,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2005.0,3,2.0,576.0,3,3,2,100,45,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,12.323855681186558,124 HARTFORD DR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.023308,-93.688934,78.0,2006-3
1384,902206240,1245,100000,1-1/2 STORY FINISHED ALL AGES,RM,8239,1,None,3,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,2,176.0,1,0.0,832.0,1008.0,GasA,3,1,SBrkr,1060,185,0,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1962.0,1,1.0,315.0,3,3,2,0,0,334,0,0,0,0,None,None,0,3,2010,WD ,Normal,11.512925464970229,922 DUFF AVE,RESIDENTIAL,1-1/2 STORY - UNFINISHED ALL AGES,0.0,0.0,2.0,42.030467,-93.610468,68.0,2010-3
1385,909253010,1913,177000,1-1/2 STORY FINISHED ALL AGES,RL,7558,1,None,3,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,896.0,896.0,GasA,4,1,SBrkr,1172,741,0,0.0,0.0,1,1,3,1,3,9,7,1,3,Detchd,1929.0,1,2.0,342.0,2,2,2,0,0,0,0,0,0,0,None,None,0,3,2009,WD ,Normal,12.083905011555967,2332 DONALD ST,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,3.0,42.016943,-93.646881,57.0,2009-3
1386,909279080,1991,220000,1-1/2 STORY FINISHED ALL AGES,RL,11275,1,None,2,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,3,CBlock,3,3,2,2,297.0,1,557.0,0.0,854.0,GasA,3,1,SBrkr,1096,895,0,0.0,0.0,1,1,3,1,3,7,7,1,4,Detchd,1977.0,1,2.0,432.0,3,2,2,0,0,19,0,0,0,0,None,None,0,3,2007,WD ,Normal,12.301382825334498,2108 HUGHES AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,4.0,42.0168895,-93.6428531,68.0,2007-3
1387,907290040,1661,224900,1-STORY 1946 & NEWER ALL STYLES,RL,12137,1,None,1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1649.0,1649.0,GasA,5,1,SBrkr,1661,0,0,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1998.0,2,2.0,598.0,3,3,2,0,34,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,12.323411137947407,621 SHELLEY AVE,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.017749,-93.682686,48.0,2010-5
1388,535457020,1377,156500,1-STORY 1946 & NEWER ALL STYLES,RL,8000,1,None,3,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,1098.0,2,154.0,125.0,1377.0,GasA,3,1,SBrkr,1377,0,0,1.0,0.0,1,0,3,1,3,6,7,2,3,Attchd,1965.0,1,1.0,351.0,3,3,2,0,0,0,0,0,0,0,MnPrv,None,0,11,2007,WD ,Normal,11.960811288962345,1315 GLENDALE AVE,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.034685,-93.605942,80.0,2007-11
1389,902204120,1566,139000,1-1/2 STORY FINISHED ALL AGES,RM,6000,1,None,3,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,145.0,3,4,PConc,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,5,1,SBrkr,816,750,0,0.0,0.0,1,1,5,1,4,7,7,0,0,Detchd,1976.0,1,2.0,450.0,3,3,2,24,0,296,0,0,0,0,MnPrv,None,0,8,2006,WD ,Normal,11.842229212112828,1120 CARROLL AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,5.0,42.032267,-93.608833,50.0,2006-8
1390,535301170,1297,153000,1-STORY 1946 & NEWER ALL STYLES,RL,8532,1,None,3,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,3,3,CBlock,3,3,1,2,1213.0,1,0.0,84.0,1297.0,GasA,4,1,SBrkr,1297,0,0,0.0,1.0,1,0,3,1,3,5,7,1,3,Attchd,1954.0,3,2.0,498.0,3,3,2,0,0,0,0,0,0,0,None,None,0,10,2009,WD ,Normal,11.938193200374572,1912 WILSON AVE,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.040857,-93.618478,74.0,2009-10
1391,923228230,1092,88000,2-STORY PUD - 1946 & NEWER,RM,2217,1,None,3,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,1,3,273.0,1,273.0,0.0,546.0,GasA,3,1,SBrkr,546,546,0,0.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1970.0,2,1.0,286.0,3,3,2,238,0,0,0,0,0,0,None,None,0,8,2009,WD ,Normal,11.385092093460344,727 GARNET DR,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,0.0,0.0,3.0,41.991786,-93.60176,21.0,2009-8
1392,923202060,1771,115000,1-STORY 1946 & NEWER ALL STYLES,RL,21750,1,None,3,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,3,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,1771,0,0,0.0,0.0,1,0,3,1,3,9,6,1,3,Attchd,1960.0,1,2.0,336.0,3,3,2,0,0,0,0,0,0,0,GdPrv,None,0,11,2009,WD ,Normal,11.652687407345388,3405 EMERALD DR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,41.992193,-93.608359,100.0,2009-11
1393,904302260,1392,100000,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,9900,1,None,3,Lvl,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,3,3,1,2,1026.0,1,0.0,186.0,1212.0,GasA,3,0,SBrkr,1212,180,0,1.0,0.0,1,0,3,1,3,6,7,0,0,None,1915.0,0,0.0,0.0,0,0,0,0,0,168,0,0,0,0,None,None,0,2,2010,ConLD,Normal,11.512925464970229,250 CAMPUS AVE 248,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,0.0,0.0,3.0,42.026752,-93.656924,60.0,2010-2
1394,909275250,1550,195000,1-1/2 STORY FINISHED ALL AGES,RL,21780,1,None,3,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,2,1,1,0.0,1,0.0,817.0,817.0,GasA,4,1,FuseF,940,610,0,0.0,0.0,1,1,3,1,3,7,5,1,3,Detchd,1937.0,1,1.0,318.0,3,3,1,0,0,429,0,0,0,0,MnPrv,None,0,9,2006,WD ,Normal,12.180754837545884,430 ASH AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,3.0,42.01874,-93.644258,66.0,2006-9
1395,531452080,1398,172000,1-STORY PUD 1946 & NEWER,RL,7175,1,None,3,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4,3,1,5,904.0,1,0.0,494.0,1398.0,GasA,4,1,SBrkr,1398,0,0,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,1990.0,2,2.0,542.0,3,3,2,0,46,0,0,0,0,0,MnPrv,None,0,7,2006,WD ,Normal,12.05524975579559,1412 INDIANA AVE,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,0.0,0.0,2.0,42.035555,-93.686267,50.0,2006-7
1396,528138020,1822,259000,1-STORY 1946 & NEWER ALL STYLES,RL,14122,1,None,2,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,4,3,PConc,5,3,1,5,28.0,1,0.0,1794.0,1822.0,GasA,5,1,SBrkr,1822,0,0,0.0,0.0,2,0,3,1,5,8,7,1,4,Attchd,2005.0,2,3.0,678.0,3,3,2,0,119,0,0,0,0,0,None,None,0,2,2010,WD ,Normal,12.464583340681674,4112 HASTINGS AVE,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.060879,-93.652336,79.0,2010-2
1397,905101330,1296,90000,DUPLEX - ALL STYLES AND AGES,RL,10791,1,None,3,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,1296,0,0,0.0,0.0,2,0,2,2,3,6,7,0,0,CarPort,1967.0,1,2.0,516.0,3,3,2,0,0,0,0,0,0,0,None,Shed,500,10,2006,WD ,Normal,11.407564949312402,3915 QUEBEC ST,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,0.0,0.0,2.0,42.033388,-93.671213,72.0,2006-10
1398,916475110,1908,202900,2-STORY 1946 & NEWER,RL,14191,1,None,3,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,967.0,967.0,GasA,5,1,SBrkr,993,915,0,0.0,0.0,2,1,4,1,4,9,7,0,0,Attchd,2002.0,3,2.0,431.0,3,3,2,135,0,0,0,0,0,0,None,None,0,4,2010,WD ,Normal,12.220468525813907,2321 SUNDOWN DR,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,4.0,41.99435,-93.646814,85.0,2010-4
1399,534128020,2067,206000,2-STORY 1946 & NEWER,RL,12732,1,None,2,Lvl,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,2,5,560.0,1,42.0,150.0,752.0,GasA,3,1,SBrkr,1285,782,0,0.0,0.0,2,1,3,1,4,7,7,2,3,Attchd,1974.0,2,2.0,784.0,3,3,2,297,40,0,0,0,0,0,None,None,0,6,2009,WD ,Normal,12.235631447771718,1630 JOHNSON ST,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.04876,-93.631881,68.0,2009-6
1400,909475300,1680,222000,1-STORY 1946 & NEWER ALL STYLES,RL,21695,1,None,2,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,1,5,808.0,1,0.0,72.0,880.0,GasA,5,1,SBrkr,1680,0,0,1.0,0.0,2,0,3,1,4,5,7,1,4,Attchd,1988.0,3,2.0,540.0,3,3,2,292,44,0,182,0,0,0,None,None,0,12,2009,WD ,Normal,12.310432660854417,2133 CONEFLOWER CT,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.009134,-93.643947,68.0,2009-12
1401,527358090,1083,172000,SPLIT FOYER,RL,9927,1,None,2,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,CompShg,VinylSd,Wd Shng,Stone,252.0,4,3,CBlock,5,3,4,5,1005.0,1,0.0,42.0,1047.0,GasA,3,1,SBrkr,1083,0,0,1.0,0.0,1,0,2,1,3,5,7,1,2,Attchd,1976.0,2,2.0,596.0,3,3,2,444,0,40,0,0,0,0,None,None,0,7,2006,WD ,Normal,12.05524975579559,2966 MONROE DR,RESIDENTIAL,SPLIT FOYER,0.0,0.0,2.0,42.049771,-93.635367,68.0,2006-7
1402,909250120,1784,138887,2-STORY 1945 & OLDER,RL,13132,1,None,3,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,1,0.0,1,0.0,747.0,747.0,GasA,4,1,FuseF,892,892,0,0.0,0.0,1,1,4,1,3,9,7,0,0,Detchd,1914.0,1,1.0,180.0,2,2,0,203,40,0,0,0,0,0,None,None,0,7,2006,WD ,Normal,11.841415931849784,419 LYNN AVE,RESIDENTIAL,2-STORY 1945 & OLDER,0.0,0.0,4.0,42.01895,-93.646438,96.0,2006-7
1403,909254150,1250,139000,1-1/2 STORY FINISHED ALL AGES,RL,5362,1,None,3,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,661.0,661.0,GasA,5,1,SBrkr,661,589,0,0.0,0.0,2,0,3,1,3,8,7,1,4,Detchd,1985.0,1,2.0,552.0,3,3,2,242,0,81,0,0,0,0,None,None,0,11,2007,WD ,Normal,11.842229212112828,620 LYNN AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,3.0,42.016853,-93.646289,53.0,2007-11
1404,905202190,1830,278000,1-STORY 1946 & NEWER ALL STYLES,RL,20355,1,None,3,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,123.0,3,3,CBlock,4,3,3,2,810.0,4,826.0,229.0,1865.0,GasA,3,1,SBrkr,1830,0,0,1.0,0.0,1,0,2,1,3,6,7,2,4,Attchd,1967.0,1,2.0,521.0,3,3,2,0,115,168,0,0,0,0,None,None,0,6,2006,WD ,Normal,12.535376392672774,1010 JARRETT CIR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,2.0,42.031635,-93.668392,68.0,2006-6
1405,527353060,2673,249000,2-STORY 1946 & NEWER,RL,12388,1,None,2,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229.0,3,3,CBlock,4,3,1,4,602.0,1,0.0,441.0,1043.0,GasA,3,1,SBrkr,1539,1134,0,0.0,0.0,2,1,4,1,4,9,7,1,3,BuiltIn,1980.0,2,2.0,441.0,3,3,2,178,84,0,0,0,0,0,None,None,0,8,2009,WD ,Normal,12.425208175446844,2129 STEVENSON DR,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,4.0,42.052102,-93.638366,68.0,2009-8
1406,905478220,1480,136500,1-1/2 STORY FINISHED ALL AGES,RL,11100,1,None,3,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,1,1080.0,1,0.0,0.0,1080.0,GasA,3,0,SBrkr,1080,400,0,1.0,0.0,1,0,4,1,3,7,7,1,4,Attchd,1951.0,1,1.0,253.0,3,3,2,0,0,68,0,0,0,0,None,None,0,7,2007,WD ,Normal,11.824079893607152,3123 STORY ST,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,4.0,42.023945,-93.66057,60.0,2007-7
1407,902456015,1020,64500,1-1/2 STORY FINISHED ALL AGES,C (all),4761,1,None,3,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,2,1,1,0.0,1,0.0,1020.0,1020.0,GasA,2,0,FuseP,1020,0,0,0.0,0.0,1,0,2,1,2,5,7,0,0,None,1918.0,0,0.0,0.0,0,0,0,0,0,105,0,0,0,0,None,None,0,10,2006,ConLD,Normal,11.074420502783864,115 CENTER AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,2.0,42.02297,-93.606869,63.0,2006-10
1408,916402015,1495,150000,1-STORY 1946 & NEWER ALL STYLES,RL,12890,1,None,2,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,1495.0,1495.0,GasA,5,1,SBrkr,1495,0,0,0.0,0.0,2,0,3,1,3,8,7,1,3,Attchd,1989.0,1,2.0,438.0,3,3,2,252,0,192,0,0,0,0,None,None,0,7,2008,WD ,Normal,11.918390573078392,2505 GREEN HILLS DR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,2.0,41.999812,-93.644679,75.0,2008-7
1409,905426100,2008,225000,1-STORY 1946 & NEWER ALL STYLES,RL,7800,1,None,3,Bnk,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,1,5,603.0,1,0.0,293.0,896.0,GasA,5,1,SBrkr,1112,896,0,1.0,0.0,3,0,3,1,5,8,7,0,0,Attchd,1948.0,1,1.0,230.0,3,3,2,103,0,0,0,0,0,0,None,None,0,8,2006,WD ,Normal,12.323855681186558,413 HAWTHORNE  AVE,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.026667,-93.662765,78.0,2006-8
1410,923228220,1092,93900,2-STORY PUD - 1946 & NEWER,RM,1495,1,None,3,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,189.0,3,3,CBlock,3,3,1,4,384.0,1,0.0,162.0,546.0,GasA,5,1,SBrkr,546,546,0,0.0,0.0,1,1,3,1,3,5,7,0,0,None,1970.0,0,0.0,0.0,0,0,2,0,64,0,0,0,0,0,None,None,0,5,2007,WD ,Normal,11.449985665196355,721 MEADOW PL,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,0.0,0.0,3.0,41.992479,-93.601827,21.0,2007-5
1411,527182020,1204,130000,1-STORY PUD 1946 & NEWER,RL,3701,1,None,2,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,1191.0,1191.0,GasA,3,1,SBrkr,1204,0,0,0.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1987.0,2,2.0,461.0,3,3,2,120,70,0,0,0,0,0,None,None,0,8,2006,WD ,Normal,11.77528972943772,3916 FLETCHER BLVD,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,0.0,0.0,2.0,42.059599,-93.634231,30.0,2006-8
1412,528175060,1314,230000,1-STORY PUD 1946 & NEWER,RL,5001,1,None,2,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,1,5,904.0,1,0.0,410.0,1314.0,GasA,5,1,SBrkr,1314,0,0,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2008.0,2,2.0,626.0,3,3,2,172,62,0,0,0,0,0,None,None,0,7,2009,WD ,Normal,12.345834587905333,2905 ROXBORO DR,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,0.0,0.0,2.0,42.058336,-93.650244,34.0,2009-7
1413,909451180,1229,124000,2-STORY PUD - 1946 & NEWER,RM,1300,1,None,3,Lvl,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,1,4,285.0,1,0.0,276.0,561.0,GasA,3,1,SBrkr,561,668,0,0.0,0.0,1,1,2,1,3,5,7,1,3,Attchd,1980.0,3,2.0,462.0,3,3,2,150,0,0,0,0,0,0,GdPrv,None,0,5,2009,WD ,Normal,11.728036844587175,1505 LITTLE BLUESTEM CT UNIT 106,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,0.0,0.0,2.0,42.009489,-93.645743,24.0,2009-5
1414,908102040,2200,145900,DUPLEX - ALL STYLES AND AGES,RL,8777,1,None,3,Lvl,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,1084.0,1,0.0,188.0,1272.0,GasA,4,1,SBrkr,1272,928,0,2.0,0.0,2,2,4,2,3,9,7,0,0,None,1900.0,0,0.0,0.0,0,0,0,0,70,0,0,0,0,0,GdPrv,None,0,9,2008,WD ,Normal,11.890676734510876,234 SOUTH DAKOTA AVE 236,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,0.0,0.0,4.0,42.019937,-93.678304,67.0,2008-9
1415,903230110,1216,115000,1-1/2 STORY FINISHED ALL AGES,RM,5520,1,None,2,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,3,3,1,4,68.0,1,0.0,497.0,565.0,GasA,3,1,SBrkr,565,651,0,1.0,0.0,1,0,3,1,3,6,7,1,4,BuiltIn,1920.0,2,1.0,355.0,2,3,2,0,0,180,0,0,0,0,MnPrv,None,0,4,2008,WD ,Normal,11.652687407345388,1011 CURTISS AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,3.0,42.031354,-93.624688,60.0,2008-4
1416,906223210,2020,239500,2-STORY 1946 & NEWER,RL,9828,1,None,2,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,5,584.0,1,0.0,544.0,1128.0,GasA,5,1,SBrkr,1142,878,0,0.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,1995.0,2,2.0,466.0,3,3,2,0,155,0,0,0,0,0,None,None,0,6,2009,WD ,Normal,12.386308695833106,1007 VERMONT CT,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.030678,-93.682176,80.0,2009-6
1417,527377030,1309,181000,1-STORY 1946 & NEWER ALL STYLES,RL,10140,1,None,3,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,1,4,663.0,1,377.0,0.0,1040.0,GasA,2,1,SBrkr,1309,0,0,1.0,0.0,1,1,3,1,4,5,7,1,2,Attchd,1974.0,2,2.0,484.0,3,3,2,265,0,0,0,0,648,2,GdPrv,None,0,1,2006,WD ,Normal,12.106252310247962,1509 JACKSON DR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.04977,-93.630289,78.0,2006-1
1418,905101260,1464,175000,SPLIT OR MULTI-LEVEL,RL,12886,1,None,2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,4,444.0,1,0.0,76.0,520.0,GasA,5,1,SBrkr,1464,0,0,0.0,1.0,2,0,3,1,3,6,5,1,3,Attchd,1997.0,2,2.0,480.0,3,3,2,302,0,0,0,100,0,0,None,None,0,10,2009,WD ,Normal,12.072541252905651,3815 QUEBEC ST,RESIDENTIAL,SPLIT OR MULTI-LEVEL,0.0,0.0,3.0,42.033376,-93.669839,70.0,2009-10
