,PID,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenQual,Functional,Fireplaces,GarageFinish,GarageCars,PavedDrive,MoSold,SaleCondition,LogSalePrice,ClassPr_S,Latitude,Longitude,LF_median,DistanceFromCenter,total_baths,TotalPorchSF,TotalFinSF
975,533206060,166000,1-STORY PUD 1946 & NEWER,FV,3523,2,Somerst,Norm,Norm,1Story,8,5,2006,2007,Gable,VinylSd,30.0,4,3,5,4,1,5,1081.0,1141.0,5,1,SBrkr,0,2,4,7,0,3,2,2,2,1,12.01974306733868,RESIDENTIAL,42.0474249,-93.64733,80.0,2.6111250341697683,3.0,60,1211.0
976,528275060,172400,2-STORY 1946 & NEWER,RL,8121,2,Gilbert,Norm,Norm,2Story,6,5,2000,2000,Gable,VinylSd,0.0,3,3,5,4,1,1,953.0,953.0,5,1,SBrkr,0,3,3,7,1,2,2,2,1,1,12.05757263721173,RESIDENTIAL,42.05865,-93.642713,68.0,3.424825407039427,2.5,140,1664.0
977,534403290,224500,2-STORY 1946 & NEWER,RL,8800,3,NAmes,Norm,Norm,2Story,6,7,1964,1997,Gable,MetalSd,306.0,3,4,3,3,1,4,431.0,845.0,5,1,SBrkr,0,5,3,7,1,2,2,2,7,1,12.321630986164449,RESIDENTIAL,42.039069,-93.626864,80.0,0.9322691260996688,2.5,161,2568.0
978,526351100,157000,1-STORY 1946 & NEWER ALL STYLES,RL,10200,3,NAmes,Norm,Norm,1Story,6,5,1974,1974,Hip,Plywood,440.0,3,3,3,3,1,1,590.0,1434.0,3,1,SBrkr,0,4,3,7,1,2,2,2,6,1,11.964001084330445,RESIDENTIAL,42.05139,-93.619562,85.0,2.333129448779194,3.0,101,2278.0
979,534201300,140000,SPLIT FOYER,RL,8400,3,NAmes,Feedr,Norm,SFoyer,5,6,1968,1968,Gable,HdBoard,0.0,3,3,3,4,4,5,89.0,833.0,4,1,SBrkr,0,3,3,7,0,2,1,2,8,1,11.84939770159144,RESIDENTIAL,42.045878,-93.628069,70.0,1.6956459244293085,2.0,143,1642.0
980,527105060,183500,2-STORY 1946 & NEWER,RL,8238,2,Gilbert,Norm,Norm,2Story,6,5,1997,1998,Gable,VinylSd,0.0,3,3,5,3,1,5,113.0,813.0,5,1,SBrkr,0,3,3,7,1,3,2,2,5,1,12.11996994647676,RESIDENTIAL,42.059909,-93.639067,60.0,3.43889145813423,3.5,493,2225.0
981,904302020,80000,1-STORY 1945 & OLDER,RL,5220,2,SWISU,Norm,Norm,1Story,5,3,1936,1950,Gable,Wd Sdng,0.0,3,3,4,3,1,1,830.0,830.0,4,1,SBrkr,0,2,3,7,0,1,1,1,1,1,11.289781913656018,RESIDENTIAL,42.028002,-93.655885,50.0,2.56987223150718,1.0,108,879.0
982,527107210,175000,2-STORY 1946 & NEWER,RL,21872,1,Gilbert,Norm,Norm,2Story,7,5,1996,1997,Gable,HdBoard,0.0,3,3,5,4,4,5,125.0,729.0,5,1,SBrkr,0,3,3,7,1,1,2,2,8,1,12.072541252905651,RESIDENTIAL,42.0623,-93.636948,57.0,3.6389343827887184,3.0,286,2050.0
983,534425080,181900,1-STORY 1946 & NEWER ALL STYLES,RL,14585,2,NAmes,Norm,Norm,1Story,6,6,1960,1987,Gable,Wd Sdng,85.0,3,3,3,3,1,3,331.0,1144.0,5,1,SBrkr,0,3,4,7,2,1,2,2,6,1,12.111212364506214,RESIDENTIAL,42.04074,-93.624484,68.0,1.106098801275924,1.5,326,2242.0
984,528354110,315750,2-STORY 1946 & NEWER,RL,11787,2,NoRidge,Norm,Norm,2Story,7,5,1996,1997,Gable,VinylSd,594.0,4,3,5,4,1,5,660.0,1379.0,5,1,SBrkr,0,3,4,7,1,3,3,2,8,1,12.662706040212738,RESIDENTIAL,42.052247,-93.655905,95.0,3.492942924257918,3.5,299,3117.0
985,907290250,145000,1-STORY PUD 1946 & NEWER,RM,4426,3,CollgCr,Norm,Norm,1Story,6,5,2004,2004,Gable,VinylSd,205.0,4,3,5,4,2,5,186.0,848.0,5,1,SBrkr,0,1,4,7,0,2,2,2,2,1,11.884489021402713,RESIDENTIAL,42.016254,-93.68369,68.0,5.110689067915326,2.0,140,1510.0
986,528480150,197000,2-STORY 1946 & NEWER,FV,8125,3,Somerst,Norm,Norm,2Story,7,5,2006,2006,Gable,VinylSd,0.0,4,3,5,4,1,1,770.0,770.0,5,1,SBrkr,0,3,4,7,0,2,2,2,8,1,12.190959007720126,RESIDENTIAL,42.051382,-93.64357,65.0,2.754893843289167,2.5,50,1576.0
987,534427010,84900,DUPLEX - ALL STYLES AND AGES,RL,13260,2,NAmes,Norm,Norm,1Story,5,6,1962,2001,Hip,HdBoard,144.0,3,3,3,3,1,3,228.0,1728.0,3,1,SBrkr,0,6,3,7,0,0,0,2,1,0,11.34922937229944,RESIDENTIAL,42.0418387,-93.622904,98.0,1.239593262000196,4.0,0,3228.0
988,905106140,158000,2-STORY 1946 & NEWER,RL,9364,3,Sawyer,Norm,Norm,2Story,6,7,1969,1969,Gable,HdBoard,143.0,3,3,3,3,1,4,292.0,663.0,3,1,SBrkr,0,4,3,7,0,3,1,2,3,1,11.970350312009105,RESIDENTIAL,42.029731,-93.676654,80.0,4.2679980490953096,1.5,415,1723.0
989,914452120,156000,SPLIT FOYER,RL,7540,2,Mitchel,Norm,Norm,SFoyer,6,6,1978,1978,Gable,VinylSd,0.0,3,3,3,4,3,5,115.0,888.0,5,1,SBrkr,0,2,3,7,1,2,2,2,6,1,11.957611286231677,RESIDENTIAL,41.994207,-93.606672,68.0,4.341572957358663,2.0,192,1685.0
990,907250050,305900,1-STORY 1946 & NEWER ALL STYLES,RL,10386,3,CollgCr,Norm,Norm,1Story,8,5,2004,2005,Gable,CemntBd,246.0,4,3,5,4,1,5,536.0,2000.0,5,1,SBrkr,0,3,4,7,0,3,3,2,7,1,12.631013530138995,RESIDENTIAL,42.018518,-93.687856,80.0,5.368635876468984,3.0,168,3464.0
991,909425140,257500,1-STORY 1946 & NEWER ALL STYLES,RL,14442,3,Crawfor,Norm,Norm,1Story,6,7,1957,2004,Hip,CemntBd,106.0,3,3,5,3,1,5,291.0,1477.0,5,1,SBrkr,0,3,4,7,2,3,2,2,6,1,12.458774999085929,RESIDENTIAL,42.013003,-93.642883,110.0,2.469495521888862,3.0,287,3025.0
992,535301080,116000,1-STORY 1946 & NEWER ALL STYLES,RL,11556,3,NAmes,Norm,Norm,1Story,5,6,1952,1952,Gable,MetalSd,52.0,3,3,3,3,1,2,572.0,720.0,5,1,FuseA,0,2,4,7,0,1,1,2,5,1,11.661345470088502,RESIDENTIAL,42.040479,-93.617238,60.0,1.2527032036760872,2.0,0,1030.0
993,534125120,143450,1-STORY 1946 & NEWER ALL STYLES,RL,11700,3,NWAmes,RRAn,Norm,1Story,6,6,1968,1968,Gable,MetalSd,41.0,3,3,3,3,1,1,912.0,912.0,5,1,SBrkr,0,3,3,7,0,2,2,2,9,1,11.87374182140951,RESIDENTIAL,42.046549,-93.634545,78.0,1.9204396769928835,2.5,126,1152.0
994,528186090,277500,1-STORY PUD 1946 & NEWER,RL,7313,3,NridgHt,Norm,Norm,1Story,9,5,2005,2005,Hip,MetalSd,246.0,5,3,5,5,1,5,408.0,1561.0,5,1,SBrkr,0,2,5,7,1,3,2,2,8,1,12.533576212168626,RESIDENTIAL,42.057124,-93.652565,60.0,3.70797918109914,3.0,250,2714.0
995,533236070,200000,2-STORY PUD - 1946 & NEWER,FV,2645,3,Somerst,Norm,Norm,2Story,8,5,1999,2000,Gable,MetalSd,456.0,4,3,5,4,1,5,147.0,960.0,5,1,SBrkr,0,3,4,7,0,1,2,2,12,1,12.206072645530174,RESIDENTIAL,42.047171,-93.64177,24.0,2.2873047369384314,3.5,169,2420.0
996,903228060,105000,1-1/2 STORY FINISHED ALL AGES,RM,6000,3,BrkSide,Norm,Norm,1.5Fin,6,5,1939,1950,Gable,Wd Sdng,0.0,3,3,3,3,1,1,475.0,739.0,5,1,SBrkr,0,2,3,7,1,1,1,2,4,1,11.56171562913966,RESIDENTIAL,42.033366,-93.621532,50.0,0.404293393307795,2.0,0,1606.0
997,528351010,755000,2-STORY 1946 & NEWER,RL,21535,2,NoRidge,Norm,Norm,2Story,10,6,1994,1995,Gable,HdBoard,1170.0,5,3,5,5,4,5,989.0,2444.0,5,1,SBrkr,0,4,5,7,2,3,3,2,1,1,13.534473028231162,RESIDENTIAL,42.05198,-93.657271,104.0,3.5564680437202703,4.0,432,5771.0
998,916403200,204000,2-STORY 1946 & NEWER,RL,9839,2,Timber,Norm,Norm,2Story,6,8,1980,2006,Gable,MetalSd,0.0,3,4,5,4,1,4,250.0,712.0,5,1,SBrkr,0,3,4,7,1,3,2,2,2,1,12.225875272826354,RESIDENTIAL,41.998952,-93.644884,68.0,3.9037870550419,2.5,329,2699.0
999,905401020,255000,1-STORY 1946 & NEWER ALL STYLES,RL,12671,2,ClearCr,Norm,Norm,1Story,6,7,1954,1994,Hip,MetalSd,300.0,3,4,3,4,1,1,935.0,1288.0,5,1,SBrkr,0,4,4,5,2,3,2,2,7,1,12.449018824140564,RESIDENTIAL,42.028424,-93.66504,102.0,3.3176589385265207,3.0,207,2775.0
1000,535382100,156500,2-STORY 1945 & OLDER,RL,7200,3,OldTown,Artery,Norm,2Story,7,9,1910,2008,Gable,VinylSd,0.0,4,4,5,3,1,1,560.0,560.0,5,1,SBrkr,0,4,4,7,0,1,2,2,8,1,11.960811288962343,RESIDENTIAL,42.034574,-93.613899,60.0,1.008323357585995,2.0,112,1690.0
1001,905476170,86000,1-STORY 1945 & OLDER,RL,9098,2,Edwards,Norm,Norm,1Story,4,7,1920,2002,Gable,Wd Sdng,0.0,3,3,4,3,2,4,180.0,528.0,5,1,SBrkr,0,2,3,7,0,0,0,0,7,1,11.362102575235644,RESIDENTIAL,42.020186,-93.66468,58.0,3.48361758744059,2.0,144,953.0
1002,527364030,240900,2-STORY 1946 & NEWER,FV,7000,3,Somerst,Norm,Norm,2Story,7,5,2003,2003,Gable,CemntBd,0.0,4,3,5,4,2,5,304.0,926.0,5,1,SBrkr,0,3,5,7,1,2,2,2,6,1,12.392137188602964,RESIDENTIAL,42.049106,-93.639516,70.0,2.362292813263913,3.5,35,2506.0
1003,526355190,268000,1-STORY 1946 & NEWER ALL STYLES,RL,15865,2,NAmes,Norm,Norm,1Story,8,6,1970,1970,Flat,Wd Sdng,0.0,4,4,5,3,4,4,1043.0,2217.0,5,1,SBrkr,0,4,4,7,1,1,2,2,10,1,12.498742259492994,RESIDENTIAL,42.050443,-93.61728,95.0,2.2753413489952954,3.0,512,3391.0
1004,916226090,244000,1-STORY PUD 1946 & NEWER,RL,4054,2,Timber,Norm,Norm,1Story,7,6,1987,1987,Gable,VinylSd,352.0,4,3,4,4,3,5,552.0,1501.0,5,1,SBrkr,0,2,4,7,2,3,2,2,10,1,12.404923504275338,RESIDENTIAL,42.005692,-93.63966,46.0,3.04323630993988,3.0,240,2450.0
1005,533223020,155000,2-STORY PUD - 1946 & NEWER,FV,2572,3,Somerst,Norm,Norm,2Story,7,5,1999,1999,Hip,MetalSd,0.0,4,3,5,4,1,4,92.0,696.0,5,1,SBrkr,0,3,4,7,0,1,2,2,5,1,11.951180395901384,RESIDENTIAL,42.046424,-93.645482,24.0,2.42473748257671,3.5,44,2020.0
1006,908275300,144500,1-STORY 1946 & NEWER ALL STYLES,RL,8562,3,Edwards,Norm,Norm,1Story,5,6,1957,2002,Hip,HdBoard,145.0,3,3,3,3,3,2,833.0,1216.0,5,1,FuseA,0,4,3,5,1,1,1,2,5,1,11.881034786534624,RESIDENTIAL,42.017726,-93.661944,68.0,3.3802480422876733,1.0,194,1909.0
1007,527451170,122500,2-STORY PUD - 1946 & NEWER,RM,1920,3,BrDale,Norm,Norm,2Story,5,5,1971,1971,Gable,HdBoard,376.0,3,3,3,3,1,4,294.0,765.0,5,1,SBrkr,0,2,3,6,0,1,2,2,8,1,11.715866308966918,RESIDENTIAL,42.051833,-93.627242,24.0,2.3460798182736835,2.5,276,1836.0
1008,907425015,141000,1-STORY PUD 1946 & NEWER,RM,4426,3,CollgCr,Norm,Norm,1Story,6,5,2004,2004,Gable,VinylSd,147.0,4,3,5,4,4,5,151.0,848.0,5,1,SBrkr,0,1,4,7,1,2,2,2,5,1,11.856515169360303,RESIDENTIAL,42.015927,-93.682991,68.0,5.0677110930417575,2.0,149,1545.0
1009,923276100,131000,1-STORY 1946 & NEWER ALL STYLES,RL,8885,2,Mitchel,Norm,Norm,1Story,5,5,1983,1983,Gable,HdBoard,0.0,3,3,3,4,3,3,239.0,864.0,3,1,SBrkr,0,2,3,7,0,1,2,2,6,1,11.782952602183288,RESIDENTIAL,41.988314,-93.60268,68.0,5.071397918630167,2.0,164,1527.0
1010,909276010,230000,2-STORY 1945 & OLDER,RL,11435,2,Crawfor,Norm,Norm,2Story,8,7,1929,1950,Gable,BrkFace,0.0,3,3,5,4,1,1,792.0,792.0,2,1,SBrkr,0,3,4,7,2,1,2,2,6,1,12.345834587905332,RESIDENTIAL,42.019059,-93.642431,68.0,1.9435888031773496,1.0,0,1517.0
1011,528176070,320000,2-STORY 1946 & NEWER,RL,13650,3,NridgHt,Norm,Norm,2Story,8,5,2002,2002,Gable,VinylSd,232.0,4,3,5,4,4,5,1093.0,1671.0,5,1,SBrkr,0,3,4,7,1,3,3,2,6,1,12.676076274775909,RESIDENTIAL,42.057102,-93.654853,105.0,3.824998805642118,3.5,368,2828.0
1012,907412080,185900,2-STORY 1946 & NEWER,RL,8320,3,CollgCr,Norm,Norm,2Story,7,5,2004,2004,Gable,VinylSd,0.0,4,3,5,4,1,5,280.0,770.0,5,1,SBrkr,0,3,4,7,0,2,2,2,9,1,12.132964173709537,RESIDENTIAL,42.013622,-93.684397,64.0,5.265186680464975,2.5,45,2072.0
1013,923400110,130000,2-STORY 1946 & NEWER,RL,10429,3,Mitchel,Norm,Norm,2Story,5,5,1992,1992,Gable,HdBoard,0.0,3,3,5,4,1,4,294.0,624.0,3,1,SBrkr,0,3,3,7,0,1,2,2,7,1,11.77528972943772,RESIDENTIAL,41.986509,-93.606925,62.0,5.1463811084776285,1.5,150,1617.0
1014,923229100,188000,SPLIT OR MULTI-LEVEL,RL,15957,2,Mitchel,Norm,Norm,SLvl,6,6,1977,1977,Gable,HdBoard,0.0,3,3,5,4,4,5,96.0,1244.0,3,1,SBrkr,0,3,3,7,1,3,2,2,9,1,12.144197241812089,RESIDENTIAL,41.989581,-93.604521,68.0,4.8856797570333415,4.0,1424,2504.0
1015,903233180,127500,1-1/2 STORY FINISHED ALL AGES,RM,6240,3,BrkSide,Norm,Norm,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,0.0,3,3,4,3,1,1,459.0,884.0,3,1,FuseA,0,3,3,7,1,1,1,2,11,1,11.755871643580615,RESIDENTIAL,42.031483,-93.622402,52.0,0.2276213436398604,1.0,120,1792.0
1016,528231030,188500,SPLIT OR MULTI-LEVEL,RL,16219,1,Gilbert,Norm,Norm,SLvl,7,5,2004,2005,Gable,VinylSd,0.0,4,3,5,4,4,5,56.0,835.0,5,1,SBrkr,0,2,4,7,0,3,2,2,4,1,12.146853285870202,RESIDENTIAL,42.061429,-93.644064,65.0,3.751996691078204,3.0,124,1898.0
1017,909254070,200100,2-STORY 1945 & OLDER,RL,7588,3,Crawfor,Norm,Norm,2Story,7,6,1920,1950,Gable,Stucco,0.0,3,3,4,2,1,1,441.0,793.0,4,1,SBrkr,0,4,3,7,1,1,1,2,7,1,12.206572520571823,RESIDENTIAL,42.0165794,-93.6447118,54.0,2.269713557648798,1.5,40,2154.0
1018,527455060,148500,2-STORY PUD - 1946 & NEWER,RL,2289,3,NPkVill,Norm,Norm,2Story,6,6,1978,1978,Gable,Plywood,0.0,3,3,3,3,1,4,544.0,855.0,3,1,SBrkr,0,3,3,7,1,1,2,2,4,1,11.908340237224891,RESIDENTIAL,42.050134,-93.62569,24.0,2.150597715881374,2.5,28,1752.0
1019,534478140,137000,DUPLEX - ALL STYLES AND AGES,RL,11345,3,NAmes,Feedr,Norm,2Story,5,5,1948,1950,Gable,AsbShng,567.0,3,3,3,3,1,2,708.0,928.0,4,1,FuseA,0,4,3,7,0,1,2,2,7,1,11.827736204810265,RESIDENTIAL,42.03465,-93.621485,95.0,0.5172516240194922,2.0,0,2140.0
1020,905108120,157000,DUPLEX - ALL STYLES AND AGES,RL,8235,3,Sawyer,Norm,Norm,1Story,5,4,1977,1977,Gable,Plywood,99.0,3,3,3,3,1,2,1466.0,1949.0,3,1,SBrkr,0,6,3,7,0,2,2,2,5,1,11.964001084330445,RESIDENTIAL,42.030232,-93.670514,75.0,3.759727218389648,2.0,32,2432.0
1021,905377130,82500,1-STORY 1945 & OLDER,RL,12342,2,Edwards,Norm,Norm,1Story,4,5,1940,1950,Gable,VinylSd,0.0,3,3,3,3,1,3,599.0,861.0,5,1,SBrkr,0,1,3,7,0,1,2,2,3,1,11.320553572322773,RESIDENTIAL,42.0240278,-93.6721573,68.0,3.9672374940173354,1.0,158,1123.0
1022,905201090,168000,1-STORY 1946 & NEWER ALL STYLES,RL,14175,3,Sawyer,Norm,Norm,1Story,5,6,1956,1987,Gable,CemntBd,0.0,3,3,3,3,1,2,200.0,1188.0,4,1,SBrkr,0,3,3,5,1,1,2,2,11,1,12.031719258385396,RESIDENTIAL,42.032478,-93.66412,68.0,3.2364146568841523,2.5,304,2425.0
1023,905480210,108000,2-STORY 1945 & OLDER,RL,9084,3,Edwards,Artery,Norm,2Story,4,5,1940,1950,Gable,MetalSd,0.0,3,3,3,3,2,1,755.0,755.0,3,1,SBrkr,0,4,3,7,1,1,1,1,10,1,11.589886506106357,RESIDENTIAL,42.022754,-93.659855,60.0,3.014804389732889,2.0,120,1510.0
1024,534278070,177625,1-STORY 1946 & NEWER ALL STYLES,RL,13495,2,NAmes,Norm,Norm,1Story,5,6,1956,1956,Gable,Wd Sdng,70.0,3,4,3,3,1,3,222.0,1048.0,2,1,SBrkr,0,3,3,6,1,1,2,2,7,1,12.087429865399402,RESIDENTIAL,42.044926,-93.622476,68.0,1.5845098746829367,3.0,99,2554.0
1025,527368010,235000,2-STORY 1946 & NEWER,FV,8470,3,Somerst,Norm,Norm,2Story,8,5,2002,2002,Gable,VinylSd,0.0,4,3,5,4,1,5,471.0,972.0,5,1,SBrkr,0,3,4,7,1,2,2,2,10,1,12.367340793126296,RESIDENTIAL,42.049406,-93.639366,68.0,2.384909379391318,2.5,273,2312.0
1026,528188090,155000,2-STORY PUD - 1946 & NEWER,RL,2448,3,NridgHt,Norm,Norm,2Story,7,5,2003,2004,Gable,VinylSd,106.0,4,3,5,4,1,1,764.0,764.0,5,1,SBrkr,0,2,4,7,0,2,2,2,10,1,11.951180395901384,RESIDENTIAL,42.057468,-93.649997,36.0,3.6130409200962186,2.5,27,1626.0
1027,535180130,108000,1-1/2 STORY FINISHED ALL AGES,RL,8382,3,NAmes,Norm,Norm,1.5Fin,4,5,1956,1956,Gable,MetalSd,0.0,3,3,3,3,1,1,832.0,832.0,3,1,FuseA,0,3,3,7,0,1,1,2,2,1,11.589886506106357,RESIDENTIAL,42.042308,-93.613624,60.0,1.587489449632397,1.0,0,1337.0
1028,533210060,155000,2-STORY PUD - 1946 & NEWER,FV,3215,3,Somerst,Norm,Norm,2Story,7,5,2004,2004,Gable,MetalSd,120.0,4,3,5,4,3,5,320.0,600.0,5,1,SBrkr,0,2,4,7,0,2,2,2,4,1,11.951180395901384,RESIDENTIAL,42.048566,-93.645599,30.0,2.60698053084364,2.5,172,1480.0
1029,527359010,175000,2-STORY 1946 & NEWER,RL,11700,3,NWAmes,Norm,Norm,2Story,6,6,1968,1968,Mansard,HdBoard,365.0,4,3,3,3,1,4,143.0,702.0,4,1,SBrkr,0,3,3,7,1,1,2,2,6,1,12.072541252905651,RESIDENTIAL,42.050372,-93.636497,90.0,2.374392890909124,2.5,224,2302.0
1030,533130130,362500,2-STORY 1946 & NEWER,RL,13143,2,NoRidge,Norm,Norm,2Story,8,5,1993,1993,Gable,HdBoard,504.0,4,3,5,4,1,1,0.0,1231.0,5,1,SBrkr,0,4,4,7,1,2,3,2,6,1,12.800779753276869,RESIDENTIAL,42.046825,-93.651773,85.0,2.839669176060164,3.5,162,3580.0
1031,531371050,184900,1-STORY 1946 & NEWER ALL STYLES,RL,10083,3,SawyerW,Norm,Norm,1Story,7,5,2003,2003,Gable,VinylSd,0.0,4,3,5,4,1,5,343.0,1176.0,5,1,SBrkr,0,2,4,7,0,2,2,2,8,1,12.127570417375216,RESIDENTIAL,42.035282,-93.691707,67.0,5.53189401297518,3.0,41,2033.0
1032,535354050,135000,1-1/2 STORY - UNFINISHED ALL AGES,RL,9600,3,NAmes,Norm,Norm,1.5Unf,5,7,1949,2003,Gable,MetalSd,0.0,3,3,3,3,1,4,625.0,845.0,3,1,SBrkr,0,2,4,7,0,1,2,2,5,1,11.813030057420567,RESIDENTIAL,42.035932,-93.617191,60.0,0.8611646355118462,1.5,0,1113.0
1033,902106010,150000,2-STORY 1945 & OLDER,RM,6406,3,OldTown,Norm,Norm,2Story,5,6,1939,1950,Gable,Wd Sdng,0.0,3,3,4,3,1,4,269.0,690.0,3,1,FuseA,0,3,3,7,1,1,2,2,10,1,11.918390573078392,RESIDENTIAL,42.0319053,-93.6195361,57.0,0.4677177544045094,1.5,218,1979.0
1034,533213020,195000,1-STORY PUD 1946 & NEWER,FV,4217,2,Somerst,Norm,Norm,1Story,6,5,2008,2008,Gable,VinylSd,252.0,4,3,5,4,1,5,183.0,1145.0,5,1,SBrkr,0,1,4,7,1,3,2,2,3,1,12.180754837545884,RESIDENTIAL,42.047253,-93.646916,68.0,2.573470617644112,2.5,169,2218.0
1035,528456220,210000,2-STORY 1946 & NEWER,FV,9000,3,Somerst,Norm,Norm,2Story,8,5,2008,2008,Gable,VinylSd,0.0,4,3,5,4,1,1,768.0,768.0,5,1,SBrkr,0,3,4,7,0,2,2,2,6,1,12.254862809699606,RESIDENTIAL,42.051797,-93.6504,75.0,3.138594288780789,2.5,30,1590.0
1036,907227290,133000,SPLIT FOYER,RL,8445,3,CollgCr,Norm,Norm,SFoyer,5,7,1972,2007,Gable,HdBoard,0.0,3,3,3,4,3,5,112.0,768.0,3,1,SBrkr,0,2,3,7,0,1,2,2,3,1,11.79810440720389,RESIDENTIAL,42.020843,-93.68351,70.0,4.958146463038039,2.0,58,1424.0
1037,528186010,286500,1-STORY 1946 & NEWER ALL STYLES,RL,16770,3,NridgHt,Norm,Norm,1Story,8,5,2002,2003,Hip,VinylSd,270.0,4,3,5,5,4,5,516.0,1712.0,5,1,SBrkr,0,3,4,7,1,2,3,2,9,1,12.56549381513693,RESIDENTIAL,42.057019,-93.654405,129.0,3.79416635453722,3.0,401,2908.0
1038,905104240,119900,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,8425,3,Sawyer,Feedr,Norm,1Story,5,6,1971,1990,Gable,HdBoard,0.0,3,3,3,4,3,5,20.0,768.0,4,1,SBrkr,0,2,3,7,0,1,2,2,5,1,11.694413341015606,RESIDENTIAL,42.029562,-93.678149,70.0,4.391985115085442,2.0,138,1616.0
1039,906426090,190000,1-STORY 1946 & NEWER ALL STYLES,RL,36500,2,ClearCr,Norm,Norm,1Story,5,5,1964,1964,Gable,Wd Sdng,621.0,3,4,3,3,3,2,812.0,1624.0,2,1,SBrkr,0,4,3,7,0,1,2,0,6,1,12.154779351142624,RESIDENTIAL,42.028168,-93.681349,68.0,4.663374018649881,2.5,366,2394.0
1040,902301120,137000,2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,9142,3,OldTown,Norm,Norm,2Story,6,8,1910,1950,Gable,AsbShng,0.0,3,2,1,2,1,1,1020.0,1020.0,4,0,FuseP,0,4,2,7,0,1,1,2,4,1,11.827736204810265,RESIDENTIAL,42.029142,-93.618293,69.0,0.5838372369111678,2.0,172,1928.0
1041,902101010,115000,1-1/2 STORY FINISHED ALL AGES,RM,3950,3,OldTown,Artery,Norm,1.5Fin,6,8,1926,2004,Gable,MetalSd,0.0,3,3,3,3,1,2,350.0,818.0,3,1,SBrkr,0,3,3,7,0,1,1,0,12,1,11.652687407345388,RESIDENTIAL,42.0342224,-93.6179738,68.0,0.6939566422317134,1.0,116,1692.0
1042,527450030,113500,2-STORY PUD - 1946 & NEWER,RM,2205,3,BrDale,Norm,Norm,2Story,6,6,1973,1973,Gable,HdBoard,567.0,3,3,3,3,1,4,213.0,525.0,3,1,SBrkr,0,3,3,7,0,1,1,2,2,1,11.639558115903595,RESIDENTIAL,42.052669,-93.629747,21.0,2.4631158700207347,1.5,144,1404.0
1043,535175070,167500,1-STORY 1946 & NEWER ALL STYLES,RL,9300,3,NAmes,Feedr,Norm,1Story,5,5,1960,1960,Gable,MetalSd,324.0,3,3,3,3,1,2,571.0,1268.0,3,1,SBrkr,0,3,3,7,2,1,2,2,4,1,12.028738630247258,RESIDENTIAL,42.044176,-93.613301,73.0,1.773602083285463,2.0,143,1961.0
1044,528108070,335000,2-STORY 1946 & NEWER,RL,11308,2,NridgHt,Norm,Norm,2Story,9,5,2008,2008,Gable,VinylSd,154.0,5,3,5,5,3,5,168.0,1104.0,5,1,SBrkr,0,3,5,7,1,3,3,2,7,1,12.721885810807205,RESIDENTIAL,42.062942,-93.652863,96.0,4.250534254521538,3.5,102,3120.0
1045,909281020,140000,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,6221,2,Crawfor,Norm,Norm,1.5Fin,5,5,1941,1950,Gable,VinylSd,0.0,3,3,3,3,1,1,195.0,728.0,5,1,SBrkr,0,3,3,7,0,1,2,2,10,1,11.84939770159144,RESIDENTIAL,42.017573,-93.640497,79.0,1.949823965280753,2.0,144,1888.0
1046,533213140,176000,2-STORY PUD - 1946 & NEWER,FV,3230,3,Somerst,Norm,Norm,2Story,6,5,1999,1999,Gable,MetalSd,1129.0,3,3,5,4,1,5,310.0,729.0,4,1,SBrkr,0,2,3,7,1,1,2,2,6,1,12.078239274020287,RESIDENTIAL,42.047104,-93.644096,34.0,2.4028422975298893,2.5,32,1877.0
1047,535302070,125000,1-STORY 1946 & NEWER ALL STYLES,RL,10950,3,NAmes,Norm,Norm,1Story,6,6,1952,1952,Hip,Wd Sdng,0.0,3,3,3,3,1,4,507.0,948.0,3,1,SBrkr,0,2,3,7,0,1,2,0,4,1,11.736069016284436,RESIDENTIAL,42.040451,-93.615622,60.0,1.3234407420577463,1.0,48,1389.0
1048,905480030,105000,1-1/2 STORY FINISHED ALL AGES,RL,9060,3,Edwards,Norm,Norm,1.5Fin,6,5,1939,1950,Gable,WdShing,0.0,3,3,4,3,2,2,356.0,560.0,3,1,SBrkr,0,2,3,7,0,1,1,1,10,1,11.56171562913966,RESIDENTIAL,42.023548,-93.661005,60.0,3.0813501949153568,1.0,0,1462.0
1049,907200110,130250,1-STORY 1946 & NEWER ALL STYLES,RL,9200,2,CollgCr,Norm,Norm,1Story,5,6,1975,1980,Hip,VinylSd,0.0,3,3,3,4,3,1,167.0,938.0,3,1,SBrkr,0,3,3,7,0,1,1,2,7,1,11.777210959615614,RESIDENTIAL,42.022136,-93.685742,68.0,5.10891806992596,2.0,145,1709.0
